LEAID,NAME,CITY,STATE,MEMBER_alt,revised,hasReassignedSchools,altRatio_99,altRatio,altRatio_growth,pupMONEY_reg,pupMONEY_alt,pdiff_pupMONEY,hasCounc_reg,hasCounc_alt,pdiff_hasCounc,puptch_reg,puptch_alt,pdiff_puptch,TEACH_FYSY_RATIO_reg,TEACH_FYSY_RATIO_alt,pdiff_TEACH_FYSY_RATIO,TEACH_ABSENT_RATIO_reg,TEACH_ABSENT_RATIO_alt,pdiff_TEACH_ABSENT_RATIO,gradRate_reg,gradRate_alt,ppdiff_gradRate
0600020,PLEASANTON UNIFIED,PLEASANTON,CA,98,FALSE,FALSE,0.0207715133531157,0.0115798180314309,-0.00919169532168479,4371.40853365385,8743.96721311475,1.00026310645601,1,1,0,24.1211028655621,9.7029702970297,-0.597739359136736,0.0770472429596749,0.099009900990099,0.285054431369063,0.277635257832992,0.485148514851485,0.747431211144371,97.463537300922,,
0600022,MENDOTA UNIFIED,MENDOTA,CA,17,FALSE,FALSE,0.0229508196721311,0.0141548709408826,-0.00879594873124855,3843.17793771044,15704.1311111111,3.08623575739686,1,0,-1,24.8656351627239,8.13342698444846,-0.672904917520817,0.26530612244898,0.333333333333333,0.256410256410256,0.285714285714286,0,-1,87,,
0600027,LAKE ELSINORE UNIFIED,LAKE ELSINORE,CA,415,FALSE,FALSE,0.0437886720609234,0.0370271234832263,-0.00676154857769711,3775.84894872741,4371.11990407674,0.157652216344608,1,1,0,25.0067413913918,87.6108900719156,2.50349086674982,0.0435748834371868,0,-1,0.0479323717809055,0.153061224489796,2.1932745825603,94.3215892053973,57,-37.3215892053973
0600028,TEMECULA VALLEY UNIFIED,TEMECULA,CA,402,FALSE,TRUE,0.0247144112478032,0.0178302137851504,-0.0068841974626528,8248.60260496614,4873.18891089109,-0.409210366376828,1,0.5,-0.5,25.6448858123663,17.5163364464229,-0.316965707136186,0.106248639233616,0,-1,0.502939255388635,0.368421052631579,-0.267464114832536,94.7508445945946,82,-12.7508445945946
0600029,MURRIETA VALLEY UNIFIED,MURRIETA,CA,314,FALSE,FALSE,0.0291071428571429,0.0229398012857978,-0.00616734157134508,3806.40385761096,4858.83280757098,0.276489040398503,1,1,0,27.6372258484109,22.4462140714866,-0.187826803073389,0.0334764286558229,0.0833333333333333,1.4893137254902,0.179197353392935,0.25,0.39510989010989,98.1026954177898,,
0600032,REDONDO BEACH UNIFIED,REDONDO BEACH,CA,82,FALSE,FALSE,0.0568903617785142,0.0174245643858904,-0.0394657973926239,4321.11740407805,9907.13566666667,1.29272540878357,1,1,0,26.8178148718098,15.3217294900222,-0.428673455937382,0.0285681636384413,0.158730158730159,4.55619047619048,0.159981716375271,0.158730158730159,-0.00782312925170088,96,,
0600033,DOS PALOS ORO LOMA JOINT UNIFIED,DOS PALOS,CA,70,FALSE,FALSE,0.0296976241900648,0.0546448087431694,0.0249471845531046,3123.95352697095,6890.87671232877,1.2058192136457,0.5,0,-1,25.5026720471153,13.1174603174603,-0.485643688895568,0.142857142857143,0,-1,0.261904761904762,0,-1,97.5,,
0600034,WINDSOR UNIFIED,WINDSOR,CA,79,FALSE,FALSE,0,0.0240121580547112,0.0240121580547112,3143.95296191376,2400.28382716049,-0.23653952325692,0.666666666666667,1,0.5,25.6111425438371,18.8095238095238,-0.265572639825473,0.0757059580588992,0.136239782016349,0.799591280653951,0.113558937088349,0.272479564032698,1.39945504087193,95,,
0600035,FARMERSVILLE UNIFIED,FARMERSVILLE,CA,51,FALSE,FALSE,0.046556741028128,0.0288788221970555,-0.0176779188310725,4528.88606130711,9070.82,1.00288103458757,1,0,-1,23.0165435818619,12.289156626506,-0.466072888711646,0.123624675485227,0,-1,0.271974286067499,0.508083140877598,0.868129330254042,92,,
0600036,NATOMAS UNIFIED,SACRAMENTO,CA,178,FALSE,FALSE,0.281309599491418,0.0262498156614069,-0.255059783830011,3881.6512,4843.24117647059,0.247727043705161,0.875,1,0.142857142857143,23.5486084339125,17.8,-0.244116693776007,0.132879045996593,0.1,-0.247435897435897,0.388415672913118,0.7,0.80219298245614,94.4324146981627,,
0600039,DELHI UNIFIED,DELHI,CA,59,FALSE,FALSE,0,0.0760309278350515,0.0760309278350515,5281.58640625,5941.17794117647,0.124885116741807,1,0,-1,21.505698860228,18.8220338983051,-0.124788549275465,0.193548387096774,0,-1,0.32258064516129,0,-1,92,,
0600040,RIVERDALE JOINT UNIFIED,RIVERDALE,CA,15,FALSE,FALSE,0.0158878504672897,0.0138504155124654,-0.00203743495482435,3813.34693171188,8868.66076923077,1.32568946074085,0.5,0,-1,20.1861543446215,15,-0.25691641191693,0.153153153153153,0,-1,0.198198198198198,0,-1,97.5,,
0600042,WARNER UNIFIED,WARNER SPRINGS,CA,4,FALSE,FALSE,0.0518134715025907,0.027027027027027,-0.0247864444755636,9906.15531034483,11339.875,0.144730184894029,0,0,,11.8757441171887,7.54716981132075,-0.364488680722151,0.548780487804878,0.13,-0.763111111111111,0.0677506775067751,0,-1,,,
0600044,HEALDSBURG UNIFIED,HEALDSBURG,CA,17,FALSE,FALSE,0.0384615384615385,0.0161290322580645,-0.0223325062034739,4427.22028985507,8318.22222222222,0.878881482650263,0.5,1,1,21.5149372288067,17,-0.209851285216002,0.0694444444444444,0,-1,0.37037037037037,1,1.7,92,,
0600045,ORLAND JOINT UNIFIED,ORLAND,CA,37,FALSE,FALSE,0.0182684670373312,0.0303527481542248,0.0120842811168936,3297.14623837701,14426.4402439024,3.37543232871701,1,0,-1,22.4045512765529,12.7788697788698,-0.429630630797623,0.113744075829384,0.3125,1.74739583333333,0,0,,97.5,,
0600046,GONZALES UNIFIED,GONZALES,CA,47,FALSE,FALSE,0,0.030961791831357,0.030961791831357,3622.30139266304,4140.4346,0.143039783599022,1,0,-1,23.6378702173341,23.5,-0.00583259896371508,0.1875,0,-1,0.3125,1,2.2,97.5,,
0600047,TRACY JOINT UNIFIED,TRACY,CA,210,FALSE,FALSE,0.0264661654135338,0.0221729490022173,-0.00429321641131654,4717.50010087862,9503.84963636364,1.01459447443225,0.857142857142857,0.333333333333333,-0.611111111111111,23.7267533582024,19.1201492537313,-0.194152315528603,0.0873543018116972,0,-1,0.449693743054299,0.625,0.389834770114943,93.0347540983607,,
0600048,PASO ROBLES JOINT UNIFIED,PASO ROBLES,CA,207,FALSE,FALSE,0.048787210584344,0.0575479566305254,0.00876074604618144,691.258358823529,261.638546255507,-0.621503967487936,1,1,0,23.2334008508776,13.7565224092768,-0.407898891015897,0.245794713353931,0,-1,0.157912804668726,0.119521912350598,-0.243114498527629,94,,
0600049,COAST UNIFIED,CAMBRIA,CA,9,FALSE,FALSE,0.0765472312703583,0.0221130221130221,-0.0544342091573362,6068.24100985222,16898.6891666667,1.78477554520832,1,1,0,17.0061901673501,4.24528301886792,-0.750368367218522,0.116731517509728,0,-1,0.256809338521401,0,-1,97.5,,
0600051,GRIDLEY UNIFIED,GRIDLEY,CA,30,FALSE,FALSE,0.0336496980155306,0.0271739130434783,-0.00647578497205237,4653.21229050279,19463.6923076923,3.18285070453753,1,0,-1,20.7739304476363,16.5396825396825,-0.203825073864901,0.106100795755968,0,-1,0.017683465959328,0,-1,92,,
0600052,EUREKA CITY SCHOOLS,EUREKA,CA,70,FALSE,FALSE,0.0857229097494718,0.0332383665716999,-0.0524845431777719,3277.86354040404,4679.17095890411,0.427506331861314,1,1,0,21.7523131477078,15.9090909090909,-0.26862532728997,0.120171673819742,0.0783410138248848,-0.348090849242923,0.225321888412017,0.170506912442396,-0.243274083827079,92,,
0600060,HUGHSON UNIFIED,HUGHSON,CA,28,FALSE,FALSE,0.0242130750605327,0.0180645161290323,-0.00614855893150043,4757.16784826684,8408.067,0.767452246416589,0.666666666666667,0,-1,23.8156723824108,17.5,-0.265189757442047,0.117802974525107,0,-1,0.17670446178766,0.5,1.82958333333333,97.5,,
0600061,RIVERBANK UNIFIED,RIVERBANK,CA,61,FALSE,FALSE,0,0.0491935483870968,0.0491935483870968,4219.27921914358,6609.49253731343,0.566498018743357,0.5,1,1,20.8481331777465,17.9411764705882,-0.139434868454371,0.0553505535055351,0,-1,0.33210332103321,0,-1,92,,
0600062,OAKDALE JOINT UNIFIED,OAKDALE,CA,135,FALSE,FALSE,0.0995184590690209,0.0515660809778457,-0.0479523780911752,4017.96907630522,4551.57142857143,0.132803996778614,0.666666666666667,0,-1,23.0734438940854,17.8148148148148,-0.227908287267797,0.0662816021210113,0,-1,0.104156803333018,0,-1,99.5,,
0600063,WATERFORD UNIFIED,WATERFORD,CA,32,FALSE,FALSE,0,0.0093376130726583,0.0093376130726583,4290.73561696658,5659.21774193548,0.318938813092469,0.75,1,0.333333333333333,24.8615498432822,20,-0.195544922739232,0.0258114473769117,0,-1,0.0258114473769117,0,-1,86.2816091954023,,
0600064,PORTERVILLE UNIFIED,PORTERVILLE,CA,307,FALSE,FALSE,0.0343627664201827,0.0386698576646933,0.0043070912445106,3822.69298463064,7342.47350993378,0.92075940690362,0.333333333333333,0,-1,29.6189221342152,21.5496119511443,-0.272437671651441,0.12779552715655,0,-1,0.335463258785943,0.0666666666666667,-0.801269841269841,89.2113289760349,,
0600065,DINUBA UNIFIED,DINUBA,CA,236,FALSE,FALSE,0.0437086092715232,0.0774278215223097,0.0337192122507865,4131.87272597865,4904.26516949153,0.18693519736379,1,1,0,20.7939878308174,22.5972650231125,0.0867210852947882,0.102941176470588,0.0476190476190476,-0.537414965986395,0.0808823529411765,0.0952380952380952,0.177489177489177,99.5,77,-22.5
0600067,CARUTHERS UNIFIED,CARUTHERS,CA,15,FALSE,FALSE,0.0482529118136439,0.0253807106598985,-0.0228722011537455,24203.1875689655,210592.176470588,7.70100997525713,1,1,0,21.1453744493392,7.7720207253886,-0.632448186528498,0.0344827586206897,0,-1,0,1,,97.5,,
0600068,GOLDEN VALLEY UNIFIED,MADERA,CA,53,FALSE,FALSE,0.117647058823529,0.0549792531120332,-0.0626678057114962,3386.95693946188,6240.15956043956,0.842408885608977,0.333333333333333,0,-1,21.2460808449599,16.4284043721981,-0.226756007751174,0.178571428571429,0.146412884333821,-0.1800878477306,0.0446428571428571,0,-1,97.5,,
0600069,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER,CA,135,FALSE,FALSE,0.0145826869376357,0.0642245480494767,0.049641861111841,4952.85305076142,5413.8601459854,0.0930790981479061,1,0,-1,22.8408761043968,19.714911915661,-0.136858331285029,0.0752688172043011,0.190909090909091,1.53636363636364,0.279569892473118,0.0909090909090909,-0.674825174825175,98,,
0600116,CHAWANAKEE UNIFIED,NORTH FORK,CA,112,FALSE,FALSE,0.938666666666667,0.17283950617284,-0.765827160493827,4670.00656133829,3946.58017699115,-0.154909072363236,0.666666666666667,0,-1,21.2496498130091,22.182650862069,0.0439066552752636,0.375093773443361,0,-1,0.186046511627907,0.150602409638554,-0.190512048192771,97.5,,
0600153,ALHAMBRA UNIFIED,ALHAMBRA,CA,280,FALSE,FALSE,0.0580894032221466,0.0364109232769831,-0.0216784799451635,4127.45437390484,5790.98932384342,0.403041390464788,1,0.5,-0.5,28.0925764497314,23.5619047619048,-0.161276474442769,0.0854637336504162,0.0769230769230769,-0.0999331103678929,0.373439357907253,0.0769230769230769,-0.794014542671259,95.8531506849315,,
0600158,TURLOCK UNIFIED,TURLOCK,CA,215,FALSE,FALSE,0.0441523922031896,0.0319702602230483,-0.0121821319801413,4588.97750038527,5467.96759259259,0.191543779008184,1,1,0,23.2647581006588,20.7930367504836,-0.106243157116911,0.207588905904373,0.214132762312634,0.031523150910942,0.102092904543134,0.107066381156317,0.0487152034261243,95.514705882353,,
0600159,SCOTT VALLEY UNIFIED,FORT JONES,CA,17,FALSE,FALSE,,0.0548387096774194,,5561.52515358362,11560.7971428571,1.07870985450958,1,0.5,-0.5,14.5564382376006,11.4359861591696,-0.214369204024833,0.0498504486540379,0,-1,0,0,,,,
0600160,YOSEMITE UNIFIED,OAKHURST,CA,76,FALSE,FALSE,0.0413105413105413,0.0874568469505178,0.0461463056399765,4713.66971321696,9356.02272727273,0.984870238370496,0.5,0,-1,23.2474853315038,13.3155414006433,-0.427226592004826,0.0476190476190476,0,-1,0.238095238095238,0,-1,92,,
0601331,TRINITY ALPS UNIFIED,WEAVERVILLE,CA,14,FALSE,FALSE,0.078239608801956,0.0385674931129477,-0.0396721156890083,5619.81040816327,10727.8854545455,0.908940813904018,1,0.5,-0.5,19.1232876712329,11.5042352717236,-0.398417496535943,0,0,,0.0434782608695652,0.5,10.5,97.5,,
0601332,TWIN RIVERS UNIFIED,MCCLELLAN,CA,855,FALSE,FALSE,0.0711196859823032,0.0565027755749405,-0.0146169104073627,4376.95934819413,4824.03817757009,0.102143701554007,1,1,0,21.5739718885895,12.7824011734154,-0.407508212237173,0.117345158476301,0,-1,0.337307356789764,0.559701492537313,0.659321924858466,84.4240177909563,49,-35.4240177909563
0601339,HAMILTON UNIFIED,HAMILTON CITY,CA,13,FALSE,FALSE,0.0527859237536657,0.0459363957597173,-0.00684952799394838,6266.81318681319,6260.13333333333,-0.00106590914404622,1,1,0,17.4418604651163,7.69230769230769,-0.558974358974359,0.133333333333333,,,0,,,,,
0601409,BISHOP UNIFIED,BISHOP,CA,62,FALSE,FALSE,0.0516949152542373,0.0553571428571429,0.00366222760290557,5094.90709290709,9048.38554216868,0.775966740348502,1,0,-1,22.9565111661296,22.8954520173931,-0.00265977474950934,0.0647948164146868,0.0806451612903226,0.244623655913978,0.107991360691145,0.32258064516129,1.98709677419355,92,,
